,accident_id,icao,iata,name,state,country,country_code,lat,lon
1029,ACC1003,xxxx,NKG,Nanking Airport,,China,CN,31.7420005798,118.8619995117
1030,ACC1004,xxxx,IWA,Ivanovo Airport,,Russia,RU,56.92031735045557,40.963885175851864
1031,ACC1005,xxxx,YGM,Gimli Airport,MB,Canada,CA,50.6281013489,-97.043296814
1032,ACC1006,xxxx,xxx,San Antonio del Estrecho,,Peru,PE,-12.63783,-76.65143
1036,ACC1010,xxxx,BLP,Bellavista Airport,,Peru,PE,-7.0605602264,-76.5821990967
1039,ACC1013,xxxx,xxx,Union Valley Reservoir,CA,United States,US,33.87908,-117.0816
1041,ACC1015,xxxx,UPN,Uruapan Airport,,Mexico,MX,19.3966999054,-102.0390014648
1042,ACC1016,xxxx,xxx,Elkridge,MD,United States,US,39.20699,-76.72722
1043,ACC1017,xxxx,GOM,Goma Airport,,Democratic Republic of the Congo,CD,-1.9251592386534835,28.9878107606335
1045,ACC1019,xxxx,xxx,Sellafield,,United Kingdom,GB,54.46089046229188,-3.5287721244596693
128,ACC102,xxxx,xxx,Pozo Chuño Mountain,Contumazá district,Peru,PE,-7.33319,-78.7964
1046,ACC1020,xxxx,xxx,Bronson Creek,BC,Canada,CA,55.76172,-120.23704
129,ACC103,xxxx,xxx,Batagay,,Russia,RU,67.91288676482156,134.93536786270866
1057,ACC1031,xxxx,xxx,Luena,,Angola,AO,-11.78358,19.91339
1058,ACC1032,xxxx,CZM,Cozumel Airport,,Mexico,MX,20.72025065560212,-86.9255981445
1059,ACC1033,xxxx,xxx,"Edmonton/Villeneuve Airport, Air Base",,Canada,CA,53.65696,-113.80912
1060,ACC1034,xxxx,CGN,Köln/Bonn Airport,,Germany,DE,50.8658981323,7.1427397728
130,ACC104,xxxx,xxx,Tokmass,,Russia,RU,55.75696,37.61502
1070,ACC1044,xxxx,xxx,Long Loyang,Sarawak,Malaysia,MY,3.44787,114.1189
1073,ACC1047,xxxx,xxx,Pátras,,Greece,GR,38.24424,21.73254
1074,ACC1048,xxxx,ADH,Aldan Airport,,Russia,RU,58.6027984619,125.408996582
1075,ACC1049,xxxx,xxx,Khorog,,Tajikistan,TJ,37.48855,71.55694
131,ACC105,xxxx,SKD,Samarkand Airport,,Uzbekistan,UZ,39.90369240435209,67.36375334565417
1079,ACC1053,xxxx,xxx,Port Blair,,India,IN,11.708766080295936,92.73498
1081,ACC1055,xxxx,xxx,Front Royal,VA,United States,US,38.91798,-78.19355
1083,ACC1057,xxxx,ZSJ,Sandy Lake Airport,ON,Canada,CA,53.076917804849316,-93.3486492857405
1085,ACC1059,xxxx,xxx,Kerman,,Iran,IR,30.276125246078717,57.53485316972978
1089,ACC1063,xxxx,xxx,Tuktoyaktuk,NT,Canada,CA,69.36450243886136,-133.01791992693072
1096,ACC1070,LEAP,xxx,Ampuriabrava Airport,,Spain,ES,42.2599983215,3.109721899
1099,ACC1073,xxxx,YLJ,Meadow Lake Airport,SK,Canada,CA,54.10945259066519,-108.51033675961793
1102,ACC1076,xxxx,NAL,Nalchik Airport,,Russia,RU,43.512887737187874,43.69251807320571
1105,ACC1079,xxxx,TMW,Tamworth Airport,NSW,Australia,AU,-30.988465215031244,150.91227418765772
1106,ACC1080,xxxx,xxx,Key West Harbor,FL,United States,US,24.56122,-81.8014
1107,ACC1081,xxxx,GEG,Spokane International Airport,WA,United States,US,47.61266822704885,-117.53781220558639
1108,ACC1082,xxxx,TIP,Tripoli International Airport,,Libya,LY,32.6635017395,13.1590003967
1111,ACC1085,xxxx,WEI,Weipa Airport,QLD,Australia,AU,-12.6786003113,141.925003052
1112,ACC1086,xxxx,HIW,Hiroshima West Airport,,Japan,JP,34.46223445242589,132.54899985474367
1113,ACC1087,xxxx,KGL,Kigali Airport,,Rwanda,RW,-1.9686298592602167,30.157170681330058
1115,ACC1089,xxxx,xxx,Jacareacanga,PA,Brazil,BR,-6.22162,-57.75822
135,ACC109,xxxx,xxx,Sasasama,,Bolivia,BO,-16.45776567376402,-68.0039770442644
1116,ACC1090,xxxx,UPN,Uruapan Airport,,Mexico,MX,19.445719661836147,-102.0534584819649
1119,ACC1093,xxxx,TIY,Tidjikja Airport,,Mauritania,MR,18.5701007843,-11.423500061
1122,ACC1096,xxxx,xxx,Missoula,MT,United States,US,46.872008413813056,-114.11428426772258
1123,ACC1097,xxxx,xxx,Saborsko,,Croatia,HR,44.98327,15.47927
1127,ACC1101,xxxx,xxx,Fish Egg Inlet,BC,Canada,CA,49.28514,-122.95352
1128,ACC1102,xxxx,xxx,Tarauacá,AC,Brazil,BR,-7.8886567342835665,-70.75695
1129,ACC1103,xxxx,xxx,Vanavara,,Russia,RU,60.68921578615147,101.8161248265253
1130,ACC1104,xxxx,xxx,Chaybukha,,Russia,RU,61.80151,160.41379
1132,ACC1106,xxxx,MCX,Makhachkala Airport,,Russia,RU,42.8167991638,47.6523017883
1133,ACC1107,xxxx,xxx,Batagay,,Russia,RU,67.65991,134.65266
1135,ACC1109,xxxx,xxx,Nabire,,Indonesia,ID,-3.35856,135.50149
137,ACC111,xxxx,xxx,Melcor Ocampo,,Mexico,MX,19.7018,-99.14666
1136,ACC1110,xxxx,SQU,Saposoa Airport,,Peru,PE,-6.9600300789,-76.7684020996
1138,ACC1112,xxxx,xxx,Avenal,CA,United States,US,36.0039,-120.12983
1139,ACC1113,xxxx,xxx,Tabubil,,Papua New Guinea,PG,-9.640629346957992,147.61022130639606
1142,ACC1116,xxxx,xxx,Olsobip,,Papua New Guinea,PG,-9.454987848408997,147.43190356052702
1144,ACC1118,xxxx,xxx,Vrede,,South Africa,ZA,-27.42971,29.16461
138,ACC112,xxxx,MPM,Lourenço Marques Airport,,Mozambique,MZ,-25.9207992554,32.5726013184
1147,ACC1121,xxxx,xxx,Molo Strait,,Indonesia,ID,-6.17148,106.82648
1149,ACC1123,xxxx,ZMT,Masset Airport,BC,Canada,CA,54.122777920416794,-132.16001363057106
1152,ACC1126,xxxx,KJA,Krasnoyarsk Airport,,Russia,RU,56.1729011536,92.4933013916
1155,ACC1129,xxxx,CFF,Cafunfo Airport,,Angola,AO,-8.7836103439,17.9897003174
1165,ACC1139,xxxx,xxx,Reno,NV,United States,US,39.52766,-119.81353
140,ACC114,xxxx,OZH,Zaporozhye Airport,,Ukraine,UA,47.8877714859348,35.325803701787514
1172,ACC1146,xxxx,xxx,Sioux Falls,ON,Canada,CA,45.42178,-75.69117
1173,ACC1147,xxxx,xxx,Sibay Airport,Bashkortostan,Russia,RU,52.71067852786585,58.67789707623583
1174,ACC1148,xxxx,xxx,Palmerston North,,New Zealand,NZ,-40.356536462287536,175.71426093136063
1176,ACC1150,xxxx,xxx,Herpuchi,,Russia,RU,52.8434027343891,138.65606953657345
1177,ACC1151,xxxx,CBT,Catumbela Airport,,Angola,AO,-12.479165217818094,13.612292290952583
1178,ACC1152,xxxx,TPQ,Tepic Airport,,Mexico,MX,21.34485665770875,-104.8430023193
1181,ACC1155,xxxx,xxx,Independence,NY,United States,US,42.08803,-77.78023
1186,ACC1160,xxxx,JAA,Jalalabad Airport,,Afghanistan,AF,34.3997993469,70.4985961914
1187,ACC1161,xxxx,TWU,Tawau Airport,,Malaysia,MY,4.3201599121,118.1279983521
1188,ACC1162,xxxx,TMW,0," km (0.3 mls) ESE Tamworth Airport, NSW",Australia,AU,-31.0839004517,150.847000122
1189,ACC1163,xxxx,xxx,Campbell River,BC,Canada,CA,50.10724784367999,-125.28085742684554
1190,ACC1164,xxxx,UFA,Ufa Airport,,Russia,RU,54.55749794031115,55.89041852187396
1191,ACC1165,xxxx,PDS,Piedras Negras Airport,,Mexico,MX,28.627300820987536,-100.6208624618777
1194,ACC1168,xxxx,KAD,Kaduna Airport,,Nigeria,NG,10.6960000992,7.3201098442
1196,ACC1170,xxxx,DLA,Douala Airport,,Cameroon,CM,3.990791683299381,9.7194795609
1198,ACC1172,xxxx,xxx,Begesin Airstrip,,Papua New Guinea,PG,-9.45508,147.20381
1201,ACC1175,xxxx,EGV,Eagle River Airport,WI,United States,US,45.93487694062224,-89.26724828740603
144,ACC118,xxxx,xxx,Kuban,,Russia,RU,45.35527,40.41312
1209,ACC1183,xxxx,xxx,Bagua,,Peru,PE,-5.6364,-78.53299
145,ACC119,xxxx,xxx,Cabanatuan,,Philippines,PH,15.48503,120.96966
1223,ACC1197,xxxx,xxx,Palapala hills,Morogoro,Tanzania,TZ,-6.80518,37.66229
1226,ACC1200,xxxx,xxx,Terrace,BC,Canada,CA,54.512915176052616,-128.42774489048068
1227,ACC1201,xxxx,xxx,Umba,,Papua New Guinea,PG,-9.45508,147.20381
1229,ACC1203,xxxx,LWK,Lerwick/Tingwall Airport,Shetland Islands,United Kingdom,GB,60.178709882911214,-1.2436100245
1233,ACC1207,xxxx,CNI,Changhai Airport,,China,CN,39.2666666667,122.666944444
1235,ACC1209,xxxx,xxx,Bouaflé,,Cote d'Ivoire,CI,6.98792,-5.75323
1236,ACC1210,xxxx,MDU,Mendi Airport,,Papua New Guinea,PG,-6.096864148919061,143.70455990219827
1237,ACC1211,xxxx,RSH,Russian Mission,AK,United States,US,61.7748902777778,-161.319398722222
1240,ACC1214,xxxx,xxx,Markham Bay,NU,Canada,CA,43.85651,-79.33982
1241,ACC1215,xxxx,YBM,Bronson Creek Airport,BC,Canada,CA,55.73842,-120.18551
1243,ACC1217,xxxx,xxx,Alliford Bay,BC,Canada,CA,52.91401387004682,-131.98583
1245,ACC1219,xxxx,xxx,Bahía Tortugas Airfield,,Mexico,MX,27.64386,-113.39289
148,ACC122,xxxx,xxx,Kainantu,,Papua New Guinea,PG,-6.326348043778852,145.8529483964473
1248,ACC1222,xxxx,MEC,Manta Airport,,Ecuador,EC,-0.9460780025,-80.6788024902
1251,ACC1225,xxxx,xxx,Most Pyssa,,Russia,RU,55.75696,37.61502
1252,ACC1226,xxxx,xxx,Bethel,AK,United States,US,60.79433676780762,-161.76643457339517
149,ACC123,xxxx,EDW,Edwards Air Force Base,CA,United States,US,34.9080883888889,-117.885528527778
1261,ACC1235,xxxx,SVW,Sparrevohn Airport,AK,United States,US,61.09709822861756,-155.58597817419383
1262,ACC1236,xxxx,YOL,Yola Airport,,Nigeria,NG,9.263845490841433,12.4303998947
1263,ACC1237,xxxx,CKS,Carajás Airport,PA,Brazil,BR,-6.1152777672,-50.0013885498
150,ACC124,xxxx,KIV,Chisinau Airport,,Moldova,MD,46.9277000427,28.9309997559
1268,ACC1242,xxxx,xxx,Cherkessk,,Russia,RU,44.22937931294166,42.059364084754186
1269,ACC1243,xxxx,NUP,Nunapitchuk Airport,AK,United States,US,60.912297863972846,-162.43559652732156
1273,ACC1247,xxxx,KVD,Gyandzha Airport,,Azerbaijan,AZ,40.61607527649223,46.33409
1275,ACC1249,xxxx,xxx,La Carbonera,,Mexico,MX,19.30152,-99.25498
1278,ACC1252,xxxx,xxx,Irumu,,Democratic Republic Congo,CD,1.56728,30.24783
1280,ACC1254,xxxx,TYA,Tula Airport,,Russia,RU,53.36075,83.54823
1283,ACC1257,xxxx,xxx,Ranong,,Thailand,TH,9.520335629159009,98.63384
1290,ACC1264,xxxx,DNN,Dalton Municipal Airport,GA,United States,US,34.724846616095114,-84.87124182434822
1294,ACC1268,xxxx,xxx,Montrose,CO,United States,US,38.268463484683735,-107.98077029222223
153,ACC127,xxxx,xxx,Roxas,,Philippines,PH,11.58296,122.75244
1297,ACC1271,xxxx,xxx,Madison,MS,United States,US,32.46321,-90.1192
1303,ACC1277,xxxx,xxx,Little Grand Rapids,MB,Canada,CA,53.18507,-99.28752
1304,ACC1278,xxxx,SHJ,Sharjah Airport,,United Arab Emirates,AE,25.32854347402875,55.680437592153865
1310,ACC1284,xxxx,SNW,Thandwe Airport,,Myanmar,MM,18.4606990814,94.3001022339
1316,ACC1290,xxxx,HSZ,Hsinchu Airport,,Taiwan,TW,24.887931822937812,120.83979660876795
1317,ACC1291,xxxx,KBL,Kabul Airport,,Afghanistan,AF,34.43100065441219,69.2123031616
1320,ACC1294,xxxx,PIU,Piura Airport,,Peru,PE,-5.2057499886,-80.6164016724
156,ACC130,xxxx,MCG,McGrath Airport,AK,United States,US,62.9527839166667,-155.607048055556
1330,ACC1304,xxxx,xxx,Erdenet,,Mongolia,MN,49.0256,104.02518
1332,ACC1306,xxxx,xxx,Ra'sal-Khaymah,,United Arab Emirates,AE,25.838682780109245,55.93201490009999
1335,ACC1309,xxxx,COK,Cochin Airport,,India,IN,10.1520004272,76.4019012451
157,ACC131,xxxx,xxx,Paris,,France,FR,41.30439094365934,-18.190854107327933
1342,ACC1316,xxxx,xxx,Rwenzori mountains,,Uganda,UG,0.31589,32.57501
1343,ACC1317,xxxx,MLN,Melilla Airport,,Morocco,MA,35.41739662070557,-2.9562599659
1346,ACC1320,xxxx,CAJ,Canaima Airport,,Venezuela,VE,6.228547286337557,-62.861963132894104
1349,ACC1323,xxxx,xxx,Quetzaltenango,,Guatemala,GT,14.82084,-91.5166
1353,ACC1327,xxxx,YYJ,Victoria International Airport,BC,Canada,CA,48.72783912153268,-123.42600250240001
1355,ACC1329,xxxx,xxx,Ashburton,,United Kingdom,GB,50.51987,-3.74734
159,ACC133,xxxx,xxx,Rawalpindi,,Pakistan,PK,33.46146321543478,73.27051968972586
1356,ACC1330,xxxx,xxx,Mena Intermountain Municipal Airport,AR),United States,US,34.27688351822438,-94.20491000000001
1358,ACC1332,xxxx,YBC,Baie Comeau Airport,QC,Canada,CA,49.1324996948,-68.2043991089
1361,ACC1335,xxxx,xxx,Mayne Island,BC,Canada,CA,48.84135,-123.32883
1362,ACC1336,xxxx,CNC,Coconut Island Airport,QLD,Australia,AU,-10.0500001907,143.0700073242
1363,ACC1337,xxxx,JUM,Jumla Airport,,Nepal,NP,29.2742004395,82.1932983398
1364,ACC1338,xxxx,xxx,Kimbe,,Papua New Guinea,PG,-9.45508,147.20381
160,ACC134,xxxx,KIV,Chisinau Airport,,Moldova,MD,47.26944225294912,28.930999755900004
1366,ACC1340,xxxx,BIH,Bishop Airport,CA,United States,US,37.55729930130751,-118.26808124731681
1370,ACC1344,xxxx,xxx,Rui'an,,China,CN,39.90657,116.38765
1373,ACC1347,xxxx,YDI,Davis Inlet Airport,NL,Canada,CA,43.79421073605173,-79.74993206216226
1380,ACC1354,xxxx,xxx,Ol Kiombo,,Kenya,KE,-1.28353,36.82379
1381,ACC1355,xxxx,LIT,Little Rock National Airport,AR,United States,US,34.7294413888889,-92.2247772222222
1383,ACC1357,xxxx,xxx,Long Haul Lake,MB,Canada,CA,50.87301,-95.38168
1395,ACC1369,xxxx,xxx,Kasibu,,Philippines,PH,16.31869,121.29654
163,ACC137,xxxx,xxx,Haringvreter,,Netherlands,NL,52.10235,4.29162
1403,ACC1377,xxxx,YEI,Ennadai Lake Airport,NU,Canada,CA,40.2551994324,29.5625991821
164,ACC138,xxxx,xxx,Dnepropetrovsk,,Ukraine,UA,48.47526,35.01602
1406,ACC1380,xxxx,xxx,Gualeguaychú,ER,Argentina,AR,-33.00258,-58.52166
1408,ACC1382,xxxx,xxx,Kaunakakai,HI,United States,US,21.05689261010376,-157.04911253413837
1410,ACC1384,xxxx,MFF,Moanda Airport,,Gabon,GA,-1.5202816266071435,13.279636395230753
1414,ACC1388,xxxx,xxx,Wuhan,,China,CN,30.484420651124513,114.0693218057955
165,ACC139,xxxx,xxx,Leninabad,,Tajikistan,TJ,40.85081194900254,70.71401633514479
1417,ACC1391,xxxx,xxx,Jarayakhali Hill,,Nepal,NP,28.18071,82.30228
1418,ACC1392,xxxx,xxx,Teslin Lake,BC,Canada,CA,60.2313,-132.90782
1419,ACC1393,xxxx,BAH,Bahrain International Airport,,Bahrain,BH,26.288786068918377,50.6335983276
1420,ACC1394,xxxx,xxx,Burketown,QLD,Australia,AU,-17.963752427963918,139.97826647464206
1423,ACC1397,xxxx,xxx,Port Radium,NT,Canada,CA,50.657052384151385,-116.09012215742636
1426,ACC1400,xxxx,xxx,Córdoba,,Spain,ES,37.88017812849378,-4.771456468232297
1430,ACC1404,xxxx,xxx,Kenai,AK,United States,US,60.1113657621323,-151.4117703688816
1431,ACC1405,xxxx,xxx,Rangeley Municipal Airport,ME,United States,US,44.87447819123057,-70.66038
1432,ACC1406,xxxx,BBS,Blackbushe Airport,,United Kingdom,GB,51.33534338187731,-0.8404285718265901
1433,ACC1407,xxxx,xxx,Mahdia,,Guyana,GY,6.883356830836669,-58.13329854443816
1435,ACC1409,xxxx,xxx,Eider Point,AK,United States,US,43.81579,-70.15573
167,ACC141,xxxx,xxx,Anchorage,AK,United States,US,61.21753,-149.85815
1436,ACC1410,xxxx,xxx,Ciudad Bolívar,,Venezuela,VE,8.14402,-63.54994
1439,ACC1413,xxxx,EYP,El Yopal Airport,,Colombia,CO,5.345950709054643,-72.44328980886075
1444,ACC1418,xxxx,ASE,Aspen Airport,CO,United States,US,39.228184140130324,-106.868222222222
1450,ACC1424,xxxx,xxx,Roque Pérez,BA,Argentina,AR,-35.499408592710246,-59.33561999999999
1451,ACC1425,xxxx,xxx,Nagambie,VIC,Australia,AU,-36.7644791235394,145.13718296138893
1454,ACC1428,xxxx,xxx,Metallurg,Volgograd region,Russia,RU,48.80533,44.51458
1457,ACC1431,xxxx,CKL,Chkalovsky Airport,,Russia,RU,55.88783728705577,38.050770553560916
1460,ACC1434,xxxx,xxx,Narsarsuaq,,Greenland,GL,64.13171009576443,-51.7187830138002
1461,ACC1435,xxxx,xxx,Mugogo,,Democratic Republic Congo,CD,-1.06415,29.46961
1463,ACC1437,xxxx,AGP,Málaga Airport,,Spain,ES,36.674900007595895,-4.501177245657973
1464,ACC1438,xxxx,xxx,Shanksville,PA,United States,US,40.053164221024915,-78.90927
1465,ACC1439,xxxx,CZA,Chichén Itzá Airport,,Mexico,MX,20.64765923250602,-88.45059783550886
1469,ACC1443,xxxx,DLG,Dillingham Municipal Airport,AK,United States,US,59.0446666666667,-158.5055
1471,ACC1445,xxxx,ZTM,Shamattawa Airport,MB,Canada,CA,55.8739090816446,-92.0803410902862
1477,ACC1451,xxxx,PIT,Pittsburgh International Airport,PA,United States,US,40.4914166666667,-80.2326944444444
1479,ACC1453,xxxx,xxx,Bessemer Airport,AL,United States,US,33.359809623613394,-86.98898391926481
1482,ACC1456,xxxx,MGB,Mount Gambier Airport,SA,Australia,AU,-37.694340322562624,140.7850036621
1483,ACC1457,xxxx,xxx,Geti,,Democratic Republic Congo,CD,9.00933,38.77049
1484,ACC1458,xxxx,BRV,Bremerhaven Airport,,Germany,DE,53.506942749,8.5727777481
1485,ACC1459,xxxx,BHX,Birmingham International Airport,,United Kingdom,GB,52.4538993835,-1.7480299473
1494,ACC1468,xxxx,xxx,Placetas,,Cuba,CU,22.31243,-79.65415
1504,ACC1478,xxxx,CBQ,Calabar Airport,,Nigeria,NG,4.793225296538659,8.423591414425845
1505,ACC1479,xxxx,xxx,Nabire,,Indonesia,ID,-3.3584564515786854,135.07030624933336
1506,ACC1480,xxxx,xxx,George,,South Africa,ZA,-33.877249884990114,22.5129941947422
1516,ACC1490,xxxx,SKH,Surkhet Airport,,Nepal,NP,28.675932603091873,81.6360015869
1518,ACC1492,xxxx,xxx,Pokhara,,Nepal,NP,28.173909451069434,84.0501431378341
1520,ACC1494,xxxx,xxx,Ayan,,Russia,RU,56.43104375748166,138.13210658763288
1521,ACC1495,xxxx,xxx,Xichang,,China,CN,28.247700577970907,112.7782654476227
1522,ACC1496,xxxx,xxx,Natashquan,QC,Canada,CA,51.07784768621467,-61.79988000000001
1530,ACC1504,xxxx,xxx,TepTep,,Papua New Guinea,PG,-9.45508,147.20381
177,ACC151,xxxx,xxx,Lake Champlain,NY,United States,US,44.98654,-73.36352
1538,ACC1512,xxxx,xxx,Borki,,Russia,RU,57.18518613921917,66.03807328598108
1541,ACC1515,xxxx,xxx,El Paujil,,Colombia,CO,1.57222,-75.32618
1542,ACC1516,xxxx,xxx,Mulia,,Indonesia,ID,-6.17148,106.82648
1544,ACC1518,xxxx,CTM,Chetumal Airport,,Mexico,MX,18.504689726729236,-88.36888039971693
1547,ACC1521,xxxx,xxx,Loma Alta,TX,United States,US,28.86610145694699,-99.833
179,ACC153,xxxx,SGC,Surgut Airport,,Russia,RU,61.45795529620759,73.74692613806032
1557,ACC1531,xxxx,xxx,Cranbrook,BC,Canada,CA,49.47226120612773,-115.76863
1559,ACC1533,xxxx,xxx,Sorocaba,SP,Brazil,BR,-23.5058,-47.45597
1563,ACC1537,xxxx,xxx,Summer Beaver,ON,Canada,CA,52.813665151245274,-88.53383497828557
1564,ACC1538,xxxx,xxx,Caniçal,Madeira Island,Portugal,PT,32.752249824088786,-16.7398
1565,ACC1539,xxxx,DRT,Del Rio International Airport,TX,United States,US,29.3742069444444,-100.927156944444
1567,ACC1541,xxxx,xxx,East Highlands,CA,United States,US,34.12382,-117.17382
1568,ACC1542,xxxx,xxx,Paraparaumu,,New Zealand,NZ,-40.82509783940813,175.00461
1575,ACC1549,xxxx,xxx,Barangay Dinapnat,"Divilacan town, Isabela",Philippines,PH,17.2632,121.93654
1576,ACC1550,xxxx,xxx,Mitú,,Colombia,CO,2.117023643495621,-69.39600219050948
1579,ACC1553,xxxx,COO,Cotonou Airport,,Benin,BJ,6.3572301865,2.3843500614
1583,ACC1557,xxxx,TAS,Tashkent Airport,,Uzbekistan,UZ,41.257900238,69.2811965942
1584,ACC1558,xxxx,xxx,Pelee Island,ON,Canada,CA,41.78754465439395,-82.69742792535779
1587,ACC1561,xxxx,SHJ,Sharjah Airport,,United Arab Emirates,AE,25.347675918129795,55.4905636766746
1589,ACC1563,xxxx,OMO,Mostar Airport,,Bosnia and Herzegovina,BA,43.199805565247765,17.87761754394177
1595,ACC1569,xxxx,xxx,Chimanta Mountains,,Venezuela,VE,10.50555,-66.91772
1596,ACC1570,xxxx,xxx,Jiech,Jonglei State,South Sudan,SS,4.83975,31.59758
1598,ACC1572,xxxx,xxx,Tatal,,Sudan,SD,15.58651,32.52318
1602,ACC1576,xxxx,LBV,Libreville Airport,,Gabon,GA,0.4586000144,9.4122800827
1608,ACC1582,xxxx,CVG,Cincinnati/Northern Kentucky Airport,KY,United States,US,39.03984428394081,-84.6678208333333
1609,ACC1583,xxxx,xxx,Goma,,Democratic Republic of the Congo,CD,-1.530828543053003,29.234380000000005
1610,ACC1584,xxxx,xxx,McGrath,AK,United States,US,62.93949687855326,-155.73328094210078
1619,ACC1593,xxxx,xxx,Heglig,,Sudan,SD,15.819753986363192,31.88707311881194
1620,ACC1594,xxxx,YHZ,Halifax International Airport,NS,Canada,CA,44.8807983398,-63.5085983276
1621,ACC1595,xxxx,xxx,Coron,,Philippines,PH,12.056276390376341,120.27333326508976
1623,ACC1597,xxxx,xxx,Inverness,,United Kingdom,GB,57.858543435790445,-4.42871337263078
1632,ACC1606,xxxx,xxx,Tura,,Russia,RU,64.27243,100.20623
1633,ACC1607,xxxx,EEN,Keene-Dillant-Hopkins Airport,NH,United States,US,42.8983888888889,-72.2707777777778
1640,ACC1614,xxxx,PUB,Pueblo Memorial Airport,CO,United States,US,38.28992395827251,-104.52670540732478
1641,ACC1615,xxxx,xxx,Wobagen Airstrip,,Papua New Guinea,PG,-9.45508,147.20381
1642,ACC1616,xxxx,xxx,El Devanador,Tzitzio,Mexico,MX,19.58569,-100.92475
1643,ACC1617,xxxx,xxx,La Paragua,,Venezuela,VE,10.521484275976684,-71.47899442602922
1645,ACC1619,xxxx,xxx,Chico,CA,United States,US,39.87175921753838,-121.77225200410763
188,ACC162,xxxx,VSG,Voroshilovgrad Airport,,Ukraine,UA,48.33466415037508,39.269686201917054
1653,ACC1627,xxxx,xxx,Biega,,Democratic Republic of the Congo,CD,-4.227382743520144,15.32297127479149
189,ACC163,xxxx,ONT,Ontario International Airport,CA,United States,US,34.0560141666667,-117.6011875
1657,ACC1631,xxxx,xxx,Shovelnose Creek,BC,Canada,CA,51.13609,-120.12423
1660,ACC1634,xxxx,xxx,Ekimchan,,Russia,RU,53.18938406831267,133.11533188756653
